Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Fri.;18.08.2017;18:00;403204;Burgdorf, BBS;191001;VR OL WJC;Vorrunde OL WJC Süd;TSV Burgdorf;JSG Bördehandball-Ost;="34:20";="18:11";Fehse Konrad Anton;SG Misburg;Pfarr Vera;VfV 1887 Hainholz;;;;
Fri.;18.08.2017;19:35;403204;Burgdorf, BBS;144001;VR OL MJB;Vor. Oberliga MJB Süd;TSV Burgdorf;MTV Braunschweig;="37:21";="16:8";Ben Brahim Hamed;SG Misburg;Triadan Martin;SG Misburg;;;;
Sat.;19.08.2017;12:45;608115;Horneburg, SH 1;188001;VR OL WJC;Vorrunde OL WJC Nord;VfL Horneburg;VfL Stade;="25:39";="14:21";Voigts Steffen;ATSV Habenhausen;;;;;;
Sat.;19.08.2017;13:30;809102;Cloppenburg, TVC-SH ;192001;VR OL WJC;Vorrunde OL WJC Südwest;TV Cloppenburg;SpVgg Brandlecht-Hestrup;="14:19";="7:11";Dierkes Petra;TUS FRISIA Goldenstedt;Feder Martina;TUS FRISIA Goldenstedt;;;;
Sat.;19.08.2017;14:30;805106;Jever, SZ ;189001;VR OL WJC;Vorrunde OL WJC Nordwest;HG Jever/Schortens;SV Werder Bremen;="7:28";="3:13";Arends Stephan;HSG Friedeburg/Burhafe;Franz Anthony;HG Jever/Schortens;;;;
Sat.;19.08.2017;15:30;808135;Hasbergen, SH Alt ;192002;VR OL WJC;Vorrunde OL WJC Südwest;SG Teuto Handball;SV Vorwärts Nordhorn;="24:24";="14:12";Kroll Amon;SV Rot-Weiß Damme;Lamping Christian;Grün-Weiß Mühlen;;;;
Sat.;19.08.2017;16:00;802102;Aurich-Mitte, SH;143001;VR OL MJB;Vor. Oberliga MJB Nord;OHV Aurich;TV Oyten;="21:21";="13:10";Wagener Olaf;SV Warsingsfehn e.V.;;;;;;
Sat.;19.08.2017;16:00;609105;Scheeßel, SH;173001;VR OL WJB;Vor. Oberliga WJB Ost;Jugendhandball Wümme;HSG Hannover-Badenstedt;="10:30";="6:17";Von Der Linde Björn;SG SV Friedrichsfehn/TuS Petersfehn;;;;;;
Sat.;19.08.2017;16:30;805106;Jever, SZ ;143002;VR OL MJB;Vor. Oberliga MJB Nord;HG Jever/Schortens;HSG Nienburg;="21:27";="10:15";Rieck Stephan;HSG Emden;;;;;;
Sat.;19.08.2017;16:45;406110;Nienburg, SH Meerbachhalle;173002;VR OL WJB;Vor. Oberliga WJB Ost;HSG Nienburg;HSG Fuhlen-Hessisch Old.;="18:19";="12:7";Grabanica Burim;HSG Schaumburg-Nord;Moch Mark;HSG Schaumburg-Nord;;;;
Sat.;19.08.2017;17:00;806105;Westoverledingen-Collhusen, SZ;189002;VR OL WJC;Vorrunde OL WJC Nordwest;Sportclub Ihrhove 07;JSG Wilhelmshaven;="19:20";="6:10";Wagener Heinz;SV Warsingsfehn e.V.;Werner Wolfgang;SV Warsingsfehn e.V.;;;;
Sat.;19.08.2017;19:00;609145;Oyten, SH 1 ;174001;VR OL WJB;Vor. Oberliga WJB West;TV Oyten;HSG Osnabrück;="21:18";="11:5";Pahl Claas;HSG Bützfleth/Drochtersen;Pahl Maximilian;HSG Bützfleth/Drochtersen;;;;
Sat.;19.08.2017;20:00;101130;Bremen-Hastedt, VH Hastedter TSV;143003;VR OL MJB;Vor. Oberliga MJB Nord;SG HC Bremen/Hastedt;HSG Schwanewede/Nk.;="27:21";="11:12";Schminke Stefan;SG Findorff;;;;;;
Sun.;20.08.2017;11:00;405101;Hildesheim, Volksbank-Arena;144003;VR OL MJB;Vor. Oberliga MJB Süd;Eintracht Hildesheim;JSG Weserbergland;="29:19";="16:8";Grabanica Burim;HSG Schaumburg-Nord;Moch Mark;HSG Schaumburg-Nord;;;;
Sun.;20.08.2017;11:00;406148;Liebenau, SH St.-Laurentius-Schule;187001;VR OL WJC;Vorrunde OL WJC Mitte;HSG Nienburg;HSG PHOENIX;="20:25";="7:13";Konitz Jason;Handballverein Barsinghausen;;;;;;
Sun.;20.08.2017;11:00;808104;Osnabrück, Vereins-SH OSC ;193001;VR OL WJC;Vorrunde OL WJC West;HSG Osnabrück;TuS Haren;="29:19";="18:9";Wessendorf Oliver;HSG Grönegau-Melle;Schulze Michael;TSG 07 Burg Gretesch;;;;
Sun.;20.08.2017;13:00;603110;Hollenstedt, Max-Schmeling-Hallen (Halle1);188002;VR OL WJC;Vorrunde OL WJC Nord;TUS Jahn Hollenstedt;MTV Eyendorf;="27:10";="14:5";Schroeder Thorsten;SG Luhdorf/Scharmbeck;;;;;;
Sun.;20.08.2017;13:30;808103;Osnabrück, KGS Osnabrück-Schinkel;192003;VR OL WJC;Vorrunde OL WJC Südwest;TSG 07 Burg Gretesch;VfL Oldenburg;="26:27";="12:13";Horst Andreas;HSG Grönegau-Melle;Wessendorf Oliver;HSG Grönegau-Melle;;;;
Sun.;20.08.2017;14:00;205107;Königslutter, Wilhelm-Bode-Schule;190001;VR OL WJC;Vorrunde OL WJC Ost;HSV Warberg/Lelm;Hannoverscher SC;="34:24";="15:9";Ede Oliver;HG ELM;Vahldiek Jan-Hendrik;TSV Schöppenstedt;;;;
Sun.;20.08.2017;14:45;208161;Gr. Lafferde, Kreissporthalle ;190002;VR OL WJC;Vorrunde OL WJC Ost;MTV Groß Lafferde;JSG Allertal;="25:29";="14:12";Frintrop Stephan;FC Viktoria Thiede;Henning Olaf;BTSV Eintracht Braunschweig von 1895 e.V.;;;;
Sun.;20.08.2017;15:00;608108;Fredenbeck, Geestland-Halle;143004;VR OL MJB;Vor. Oberliga MJB Nord;VfL Fredenbeck;TvdH Oldenburg;="30:20";="13:11";Morgenstern Manuel;TSV Daverden;Tapper Axel;TS Woltmershausen;;;;
Sun.;20.08.2017;15:00;809102;Cloppenburg, TVC-SH ;174003;VR OL WJB;Vor. Oberliga WJB West;TV Cloppenburg;SG Neuenhaus/Uelsen;="17:17";="10:5";Von Der Linde Björn;SG SV Friedrichsfehn/TuS Petersfehn;;;;;;
Sun.;20.08.2017;15:00;803173;Wietkamphalle;193003;VR OL WJC;Vorrunde OL WJC West;FC Schüttorf 09;SV Höltinghausen;="30:27";="12:13";Opitz Reinhard;HSG Nordhorn e.V.;;;;;;
Sun.;20.08.2017;15:00;803157;Uelsen, SZ Eschweg ;193002;VR OL WJC;Vorrunde OL WJC West;SG Neuenhaus/Uelsen;BV Garrel e.V.;="26:26";="17:18";Boje David;TS Hoykenkamp;Petrocelli Roberto;TS Hoykenkamp;;;;
Sun.;20.08.2017;16:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;187002;VR OL WJC;Vorrunde OL WJC Mitte;TuS Komet Arsten;ATSV Habenhausen;="36:17";="19:6";Zapff Alexander;SV Werder Bremen;;;;;;
Sun.;20.08.2017;16:00;602139;Cuxhaven, SH Franzenburg;189003;VR OL WJC;Vorrunde OL WJC Nordwest;JSG Altenw./Otternd.;JSG Geestland;="20:23";="11:12";Guttmann Jörn;HG Bremerhaven;;;;;;
Sun.;20.08.2017;16:30;208161;Gr. Lafferde, Kreissporthalle ;144004;VR OL MJB;Vor. Oberliga MJB Süd;MTV Groß Lafferde;JSG Münden/Volkmarsh.;="29:26";="12:10";Frintrop Stephan;FC Viktoria Thiede;Henning Olaf;BTSV Eintracht Braunschweig von 1895 e.V.;;;;
Sun.;20.08.2017;16:30;208122;Edemissen, SH Am Mühlenberg II;190003;VR OL WJC;Vorrunde OL WJC Ost;HSG Nord Edemissen;TuS Bothfeld v. 1904 e.V.;="24:26";="13:15";Leube André;HC Braunschweig;Tempel Teja;MTV Braunschweig;;;;
Sun.;20.08.2017;17:00;403416;Wedemark, MTV-Halle Mellendorf;0;POK F;R1G26-Einzelspiele;Mellendorfer TV;MTV Auhagen e. V.;="31:29";="13:11";Brockmann Rainer;HSG Langenhagen;Scharf Yannick;TUS Vinnhorst;;;;
Sun.;20.08.2017;17:00;406131;Bad Nenndorf, SH Waltringhausen ;144002;VR OL MJB;Vor. Oberliga MJB Süd;HSG Schaumburg-Nord;JSG GIW Meerhandball;="33:20";="19:10";Baas Dennis;SV Arminia Hannover;Bosselmann Niclas;SV Arminia Hannover;;;;
Sun.;20.08.2017;17:00;607124;Dorfmark, Thormarcon-Arena;173003;VR OL WJB;Vor. Oberliga WJB Ost;HSG Heidmark;TSV Burgdorf;="17:28";="11:16";Bund Frederik;VfL Hameln;Mikize Mirco;Handballverein Barsinghausen;;;;
Sun.;20.08.2017;17:00;405109;Schellerten, SH;173004;VR OL WJB;Vor. Oberliga WJB Ost;JSG Bördehandball-Ost;VfL Stade;="21:21";="11:8";Grabanica Burim;HSG Schaumburg-Nord;Moch Mark;HSG Schaumburg-Nord;;;;
Sun.;20.08.2017;17:00;206102;Northeim, SH  Schuhwall;191002;VR OL WJC;Vorrunde OL WJC Süd;Northeimer HC;JSG Münden/Volkmarsh.;="27:22";="9:12";Hartmann Thomas;HSG Rhumetal;Koch Torsten;HSG Rhumetal;;;;
Sun.;20.08.2017;17:00;402113;Emmerthal-Kirchohsen, SH 2;191003;VR OL WJC;Vorrunde OL WJC Süd;JSG Weserbergland;HSG Schaumburg-Nord;="19:26";="7:11";Besser Fabian;TUSPO Lamspringe;Franke Michael;SG Börde Handball;;;;
Tue.;22.08.2017;19:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;174004;VR OL WJB;Vor. Oberliga WJB West;SVGO Bremen;VfL Oldenburg;="12:32";="3:12";Becker Thoralf;TS Hoykenkamp;Schumacher Elke;Elsflether TB;;;;
Wed.;23.08.2017;19:00;406110;Nienburg, SH Meerbachhalle;0;POK F;R1G26-Einzelspiele;HSG Nienburg;TuS Sulingen;="35:25";="10:9";Baumann Joachim;Garbsener SC;Meyer Claas;Garbsener SC;;;;
Sat.;26.08.2017;11:00;403387;Springe, SZ Süd I;147001;LL MJB;Landesliga MJB Süd;HSG Deister Süntel;Eintracht Hildesheim II;="31:22";="15:7";Baumann Joachim;Garbsener SC;Meyer Claas;Garbsener SC;;;;
Sat.;26.08.2017;12:30;802128;Marienhafe, Kurt - Knippelmeyer-SH;138001;LL MJA;Landesliga MJA West;TuRa Marienhafe;JSG Eicken-Buer-Oldendorf;="51:24";="30:13";Eden Anne;HSG Wilhelmshaven;Eden Dana;HSG Wilhelmshaven;;;;
Sat.;26.08.2017;13:00;809130;Steinfeld-Mühlen, SZ ;175001;LL WJB;Landesliga WJB Nord;Grün-Weiß Mühlen;TV Dinklage;="20:14";="12:5";Lamping Christian;Grün-Weiß Mühlen;Knochenwefel Andreas;SV SW Osterfeine;;;;
Sat.;26.08.2017;14:00;603112;Winsen-Luhdorf, Peter-Wind-Halle;1;POK M;R1G02;SG Luhdorf/Scharmbeck;SV T Uelzen/Salzwedel;="9:12";="4:7";Exner Michael;HBV 91 Celle;Pott Andreas;HSG Seevetal;;;;
Sat.;26.08.2017;14:00;208102;Peine, Silberkamp-Sporthalle;1;POK F;R1G02;MTV VJ Peine;TuS Bothfeld v. 1904 e.V.;="10:7";="3:4";Langeheine Andre;HSG Nord Edemissen;Werner Andreas;HSG Nord Edemissen;;;;
Sat.;26.08.2017;14:00;402130;Hameln, Hohes Feld;1;POK F;R1G06;MTV Großenheidorn;TUS Empelde;="10:13";="5:6";Bosselmann Niclas;SV Arminia Hannover;;;;;;
Sat.;26.08.2017;14:00;609176;Rotenburg, Pestalozzi-Schule;1;POK M;R1G10 ;HSG Delmenhorst;SG Buntentor/Neustadt;="12:21";="6:11";Morgenstern Manuel;TSV Daverden;Tapper Axel;TS Woltmershausen;;;;
Sat.;26.08.2017;14:00;813024;Delmenhorst, SH Am Stadion ;1;POK F;R1G12;TuS Komet Arsten;HSG Delmenhorst;="13:13";="5:8";Korsch Stefan;TV Langen;Reinke Stephan;TV Langen;;;;
Sat.;26.08.2017;14:00;813047; Elsfleth, Stadthalle;1;POK F;R1G14;Elsflether TB;HSG Schwanewede/Nk.;="12:3";="6:2";Dettloff Horst-Uwe;HSG Stedingen 2016;;;;;;
Sat.;26.08.2017;14:00;809143; Lemförde, SZ;1;POK F;R1G16;TUS Lemförde;TV Bissendorf-Holte;="11:12";="8:5";Witte Marcel;TV Neerstedt;;;;;;
Sat.;26.08.2017;14:00;205105;Süpplingen, Nord-Elm-Sporthalle;1;POK M;R1G16 ;HSV Warberg/Lelm;TuS Bothfeld v. 1904 e.V.;="20:19";="12:9";Lüthe Joachim;MTV Stöcken;Thoms Rainer;MTV Stöcken;;;;
Sat.;26.08.2017;14:00;808125;Bohmte, SZ ;1;POK F;R1G17;SG Neuenhaus/Uelsen;TV 01 Bohmte;="15:7";="6:3";Heidrich Klaus;TuRa Marienhafe;;;;;;
Sat.;26.08.2017;14:00;805128;Zetel, HS ;1;POK F;R1G18;HSG Neuenburg/Bockhorn;TuRa Marienhafe;="9:11";="3:5";Farhat Ali;HSG Nordhorn e.V.;Jansen Nils;HSG Nordhorn e.V.;;;;
Sat.;26.08.2017;14:00;802102;Aurich-Mitte, SH;1;POK M;R1G23;OHV Aurich II;HSG Blexer TB/SVN;="13:17";="5:6";Orth Luisa;Sportclub Ihrhove 07;Reents Carina;Sportclub Ihrhove 07;;;;
Sat.;26.08.2017;14:00;813062;Alt Rastede, SH ;1;POK M;R1G24;VfL Rastede;MTV Aurich;="13:17";="6:9";Wagener Heinz;SV Warsingsfehn e.V.;Werner Wolfgang;SV Warsingsfehn e.V.;;;;
Sat.;26.08.2017;14:00;808134;Hagen a.T.W., SH -Gellenbeck;1;POK M;R1G30;SG Teuto Handball;TV 01 Bohmte II;="19:13";="8:5";Lüthje Tim;HSG Altes Amt Friesoythe;Sabir Sabah;HSG Altes Amt Friesoythe;;;;
Sat.;26.08.2017;14:00;803117;Haren, SZ Jahnstraße ;1;POK M;R1G32;TuS Haren;TV Neerstedt II;="22:14";="10:8";Opitz Reinhard;HSG Nordhorn e.V.;Opitz Roman-Marco;HSG Nordhorn e.V.;;;;
Sat.;26.08.2017;14:00;809137;Diepholz, SH Mühlenkamp ;1;POK M;R1G34;HSG Barnstorf/Diepholz;HSG Altes Amt Friesoythe;="15:14";="8:5";Schwarze Maximilian;SG SV Friedrichsfehn/TuS Petersfehn;Von Der Linde Björn;SG SV Friedrichsfehn/TuS Petersfehn;;;;
Sat.;26.08.2017;14:00;603116;Neu Wulmstorf, SH Gymnasium;407002;ROL WJA (Ü);ROL WJA Nord;TVV Neu-Wulmstorf;MTV Wisch;="17:18";="11:9";Holzhäuser Jennifer;HG Winsen/Luhe;Fürste Katharina;TUS Jahn Hollenstedt;;;;
Sat.;26.08.2017;14:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;174005;VR OL WJB;Vor. Oberliga WJB West;SV Werder Bremen;SVGO Bremen;="33:18";="14:11";Schwarze Arce;SG SV Friedrichsfehn/TuS Petersfehn;;;;;;
Sat.;26.08.2017;14:30;203103;Geismar, SH II;137001;LL MJA;Landesliga MJA Süd;JMSG Geismar/Göttingen;MTV Braunschweig;="25:40";="10:19";Brandl Hanns-Jürgen;HSG Göttingen;Drebing Georg;SG Spanbeck/Billingshausen;;;;
Sat.;26.08.2017;14:30;608111;Stade, SH Vincent-Lübeck-Gymnasium;1;POK F;R1G11;VfL Stade II;HG Bremerhaven;="15:9";="9:7";Schäfer Björn;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;26.08.2017;14:30;203120;Bovenden, SH;1;POK M;R1G11 ;SG Spanbeck/Billingshausen;MTV Moringen;="12:12";="5:2";Dörfler Thomas;TG Münden;Müller Dominik;TG Münden;;;;
Sat.;26.08.2017;14:30;203121;Rosdorf, SH;1;POK M;R1G13 ;HG Rosdorf-Grone;Eintracht Hildesheim II;="11:12";="6:4";Bode Reinhard;Northeimer HC;;;;;;
Sat.;26.08.2017;14:30;204108;Langelsheim, Sporthalle;1;POK M;R1G15 ;MTV Braunschweig II;HSG Langelsheim/Astf.;="7:10";="2:6";Schmidt Jan;VfL Wittingen;Schmidt Nick;VfL Wittingen;;;;
Sat.;26.08.2017;14:30;813037; Neerstedt, SZ;1;POK F;R1G21;TV Neerstedt;HSG Grüppenb./Bookholzb.;="12:8";="6:3";Hinrichsen Peter;HSG Blexer TB/SV Nordenham;Hinrichsen Astrid;HSG Blexer TB/SV Nordenham;;;;
Sat.;26.08.2017;14:30;809130;Steinfeld-Mühlen, SZ ;1;POK F;R1G24;Grün-Weiß Mühlen;HSG Harpst./Wildesh.;="13:6";="5:2";Kessler Frank;TuS Sulingen;;;;;;
Sat.;26.08.2017;14:30;808146;Melle, Sporthalle Eicken-Bruche;1;POK M;R1G29;Eickener SpVg;TV 01 Bohmte;="13:8";="9:3";Meyer Zur Heide Arend;HSG Grönegau-Melle;Wessendorf Oliver;HSG Grönegau-Melle;;;;
Sat.;26.08.2017;14:50;603112;Winsen-Luhdorf, Peter-Wind-Halle;2;POK M;R1G02;SV Beckdorf;MTV Embsen;="16:9";="7:6";Exner Michael;HBV 91 Celle;Pott Andreas;HSG Seevetal;;;;
Sat.;26.08.2017;14:50;208102;Peine, Silberkamp-Sporthalle;2;POK F;R1G02;VfL Wolfsburg;DJK BW Hildesheim;="12:17";="4:7";Langeheine Andre;HSG Nord Edemissen;Werner Andreas;HSG Nord Edemissen;;;;
Sat.;26.08.2017;14:50;402130;Hameln, Hohes Feld;2;POK F;R1G06;MTV Rohrsen;HV Barsinghausen;="18:7";="9:4";Baas Dennis;SV Arminia Hannover;Bosselmann Niclas;SV Arminia Hannover;;;;
Sat.;26.08.2017;14:50;813024;Delmenhorst, SH Am Stadion ;2;POK F;R1G12;SV Werder Bremen II;TSV Morsum;="17:4";="9:4";Korsch Stefan;TV Langen;Reinke Stephan;TV Langen;;;;
Sat.;26.08.2017;14:50;813047; Elsfleth, Stadthalle;2;POK F;R1G14;ATSV Habenhausen;HSG Hude/Falkenburg II;="13:8";="4:5";Dettloff Horst-Uwe;HSG Stedingen 2016;;;;;;
Sat.;26.08.2017;14:50;809143; Lemförde, SZ;2;POK F;R1G16;HSG Osnabrück;SV SW Osterfeine;="18:8";="7:7";Witte Marcel;TV Neerstedt;;;;;;
Sat.;26.08.2017;14:50;205105;Süpplingen, Nord-Elm-Sporthalle;2;POK M;R1G16 ;TSV Burgdorf III;HSG Nord Edemissen;="22:12";="11:7";Lüthe Joachim;MTV Stöcken;Thoms Rainer;MTV Stöcken;;;;
Sat.;26.08.2017;14:50;808125;Bohmte, SZ ;2;POK F;R1G17;FC Schüttorf 09;HSG Grönegau-Melle;="20:15";="13:6";Heidrich Klaus;TuRa Marienhafe;;;;;;
Sat.;26.08.2017;14:50;805128;Zetel, HS ;2;POK F;R1G18;HSG Wilhelmshaven;HG Jever/Schortens;="17:9";="11:4";Farhat Ali;HSG Nordhorn e.V.;Jansen Nils;HSG Nordhorn e.V.;;;;
Sat.;26.08.2017;14:50;802102;Aurich-Mitte, SH;2;POK M;R1G23;HSG Blexer TB/SVN;Wilhelmshavener HV II;="6:22";="2:12";Orth Luisa;Sportclub Ihrhove 07;Reents Carina;Sportclub Ihrhove 07;;;;
Sat.;26.08.2017;14:50;813062;Alt Rastede, SH ;2;POK M;R1G24;SG VTB/Altjührden;HSG Emden;="18:7";="12:3";Wagener Heinz;SV Warsingsfehn e.V.;Werner Wolfgang;SV Warsingsfehn e.V.;;;;
Sat.;26.08.2017;14:50;808134;Hagen a.T.W., SH -Gellenbeck;2;POK M;R1G30;HSG Osnabrück;TV Bissendorf-Holte II;="14:10";="8:9";Lüthje Tim;HSG Altes Amt Friesoythe;Sabir Sabah;HSG Altes Amt Friesoythe;;;;
Sat.;26.08.2017;14:50;803117;Haren, SZ Jahnstraße ;2;POK M;R1G32;TvdH Oldenburg;TS Hoykenkamp;="12:8";="3:5";Opitz Reinhard;HSG Nordhorn e.V.;Opitz Roman-Marco;HSG Nordhorn e.V.;;;;
Sat.;26.08.2017;14:50;809137;Diepholz, SH Mühlenkamp ;2;POK M;R1G34;TV Cloppenburg;HSG Grüppenb./Bookholzb.;="19:9";="9:6";Schwarze Maximilian;SG SV Friedrichsfehn/TuS Petersfehn;Von Der Linde Björn;SG SV Friedrichsfehn/TuS Petersfehn;;;;
Sat.;26.08.2017;15:00;603106;Eyendorf, Gerhard-Langer-SH;1;POK M;R1G01 ;MTV Eyendorf;SG Südkreis Clenze;="26:12";="14:7";Holste Mirko;MTV Tostedt;Stender Michael;MTV Tostedt;;;;
Sat.;26.08.2017;15:00;605185;Uelzen, Herzog-Ernst-Gymnasium;1;POK M;R1G03 ;TV Uelzen;TUS Jahn Hollenstedt;="13:15";="5:7";Gehrmann Philip;TSV Gellersen;Lodders Stefan;TSV Gellersen;;;;
Sat.;26.08.2017;15:00;606108;Schwanewede, Heideschule;1;POK M;R1G05 ;TV Langen;Elsflether TB II;="16:6";="8:2";Gardianczik Manfred;SVGO Bremen;Heumann Guido;SVGO Bremen;;;;
Sat.;26.08.2017;15:00;608115;Horneburg, SH 1;1;POK M;R1G07 ;VfL Horneburg;TV Schiffdorf;="20:14";="11:6";Stammer Jens;Hagener SV;Stammer Jens Benjamin;TSV Otterndorf;;;;
Sat.;26.08.2017;15:00;609176;Rotenburg, Pestalozzi-Schule;2;POK M;R1G10 ;SG Buntentor/Neustadt;TuS Rotenburg;="14:21";="7:10";Morgenstern Manuel;TSV Daverden;Tapper Axel;TS Woltmershausen;;;;
Sat.;26.08.2017;15:00;206103;Uslar, SH Gymnasium;1;POK M;R1G12 ;MTV Geismar;HSG Schoning./Uslar/Wiens.;="8:13";="3:8";Kolle Jens;SV Einheit 1875 Worbis;Liebergesell Christian;TV Jahn Duderstadt;;;;
Sat.;26.08.2017;15:00;205101;Helmstedt, Gymnasium Julianum I;1;POK M;R1G17 ;VfB Fallersleben;VfL Lehre;="16:10";="10:6";Hofmeister Wilfried;MTV Vater Jahn Peine;Wodarz Carsten;MTV Vater Jahn Peine;;;;
Sat.;26.08.2017;15:00;201123;Braunschweig, SH Wenden;1;POK M;R1G18;HG ELM;BTSV Eintr. Braunschweig;="15:13";="5:7";Kretzschmar Benjamin;MTV Groß Lafferde;Sölter Christian;MTV Groß Lafferde;;;;
Sat.;26.08.2017;15:00;403261;Hannover, GS Wendlandstrasse;1;POK M;R1G19;HSG Herrenhausen/Stöcken;Hannoverscher SC;="9:13";="5:8";Triadan Martin;SG Misburg;;;;;;
Sat.;26.08.2017;15:00;809138;Steinfeld, SZ ;1;POK F;R1G22;SV Falke Steinfeld;SV Holdorf;="10:21";="6:10";Landwehr Jonas;TSV Quakenbrück;Speichert Marcel;TSV Quakenbrück;;;;
Sat.;26.08.2017;15:00;809107;Dinklage, SH 1 SZ ;1;POK F;R1G25;SV Höltinghausen;TUS Blau-Weiß Lohne;="8:11";="5:4";Büssing Peter;TV Cloppenburg;Debbeler Michael;TV Cloppenburg;;;;
Sat.;26.08.2017;15:00;803151;Schüttorf, SH Vechte;1;POK M;R1G26;TSG 07 Burg Gretesch;HSG Nordhorn e.V. II;="13:12";="7:4";Schwarz Fabian;HSG Grönegau-Melle;;;;;;
Sat.;26.08.2017;15:00;813057;Bad Zwischenahn-Petersfehn, SPZ;1;POK M;R1G33;SG SV F-fehn./TuS P-fehn;VfL Oldenburg;="15:14";="6:7";Walther Christoph;TSV Großenkneten;Voigt Thomas;HSG Hude/Falkenburg;;;;
Sat.;26.08.2017;15:00;808154;Ankum, Ballsporthalle ;1;POK M;R1G35;SV Quitt Ankum;HSG Wagenfeld/Wetschen;="15:21";="9:12";Stöver Alexander;SFN Vechta;Austen Jan-Niklas;SFN Vechta;;;;
Sat.;26.08.2017;15:00;802103;Aurich-Haxtum, BBS SZ West;406006;ROL WJA (Ü);ROL WJA Nordwest;MTV Aurich;HG Jever/Schortens;="25:21";="14:9";Klooster Cara;TuRa Marienhafe;Topp Charlotte;TuRa Marienhafe;;;;
Sat.;26.08.2017;15:00;813038;Sandkrug, SZ ;163001;VR OL WJA;Vor. Oberliga WJA Nord;TSG Hatten-Sandkrug;VfL Oldenburg;="23:28";="6:15";Heinrich Bastian;JSG Wilhelmshaven;;;;;;
Sat.;26.08.2017;15:20;608111;Stade, SH Vincent-Lübeck-Gymnasium;2;POK F;R1G11;TSV Altenwalde;VfL Horneburg;="11:9";="4:2";Schäfer Björn;HSG Schwanewede/Neuenkirchen;;;;;;
Sat.;26.08.2017;15:20;203120;Bovenden, SH;2;POK M;R1G11 ;HSG Rhumetal;Northeimer HC II;="6:8";="1:1";Dörfler Thomas;TG Münden;Müller Dominik;TG Münden;;;;
Sat.;26.08.2017;15:20;203121;Rosdorf, SH;2;POK M;R1G13 ;TG Münden;HSG Plesse-Hardenberg;="13:16";="5:8";Bode Reinhard;Northeimer HC;;;;;;
Sat.;26.08.2017;15:20;204108;Langelsheim, Sporthalle;2;POK M;R1G15 ;Lehrter SV;SG Zweidorf/Bortfeld;="22:3";="9:2";Schmidt Jan;VfL Wittingen;Schmidt Nick;VfL Wittingen;;;;
Sat.;26.08.2017;15:20;813037; Neerstedt, SZ;2;POK F;R1G21;TV Cloppenburg;TUS FRISIA Goldenstedt II;="17:7";="7:4";Hinrichsen Peter;HSG Blexer TB/SV Nordenham;Hinrichsen Astrid;HSG Blexer TB/SV Nordenham;;;;
Sat.;26.08.2017;15:20;809130;Steinfeld-Mühlen, SZ ;2;POK F;R1G24;HSG Hude/Falkenburg;SFN Vechta II;="23:4";="8:3";Kessler Frank;TuS Sulingen;;;;;;
Sat.;26.08.2017;15:20;602173;Cadenberge, SH Schulzentrum;401001;ROL WJA (Ü);ROL WJA Mitte;TSV Germania Cadenberge;TuSG Ritterhude II;="9:22";="4:13";Huster Steffen;TSV Otterndorf;;;;;;
Sat.;26.08.2017;15:30;803137;Nordhorn, KSH 3 Euregium ;148002;LL MJB;Landesliga MJB West;HSG Nordhorn e.V.;HSG Grönegau-Melle;="22:19";="13:7";Mensing Julius;HSG Nordhorn e.V.;;;;;;
Sat.;26.08.2017;15:30;609102;Verden, SH Realschule ;1;POK M;R1G09 ;SG Achim/Baden;HSG Verden-Aller;="16:10";="9:4";Pahl Claas;HSG Bützfleth/Drochtersen;Pahl Maximilian;HSG Bützfleth/Drochtersen;;;;
Sat.;26.08.2017;15:30;405107;Hildesheim, SH Gymnasium;1;POK M;R1G20;TUS GW Himmelsthür;VfL Uetze;="16:11";="6:5";Bartel Volker;HSG Hannover-West;Weiß Frank-Joachim;HSG Hannover-West;;;;
Sat.;26.08.2017;15:30;808146;Melle, Sporthalle Eicken-Bruche;2;POK M;R1G29;TV 01 Bohmte;TV Bissendorf-Holte;="10:14";="4:8";Meyer Zur Heide Arend;HSG Grönegau-Melle;Wessendorf Oliver;HSG Grönegau-Melle;;;;
Sat.;26.08.2017;15:40;208102;Peine, Silberkamp-Sporthalle;3;POK F;R1G02;TuS Bothfeld v. 1904 e.V.;VfL Wolfsburg;="11:14";="7:5";Langeheine Andre;HSG Nord Edemissen;Werner Andreas;HSG Nord Edemissen;;;;
Sat.;26.08.2017;15:40;603112;Winsen-Luhdorf, Peter-Wind-Halle;3;POK M;R1G02;SV T Uelzen/Salzwedel;SV Beckdorf;="8:19";="4:7";Exner Michael;HBV 91 Celle;Pott Andreas;HSG Seevetal;;;;
Sat.;26.08.2017;15:40;402130;Hameln, Hohes Feld;3;POK F;R1G06;TUS Empelde;MTV Rohrsen;="7:20";="5:9";Baas Dennis;SV Arminia Hannover;Bosselmann Niclas;SV Arminia Hannover;;;;
